 time            time            v(inp)          v(inn)          v(vamp)         v(rxout)       
 5.36700000e-09  5.36700000e-09  9.50000000e-01  8.50000000e-01  1.51932216e+00  3.68997872e-04 
 5.36900000e-09  5.36900000e-09  9.50000000e-01  8.50000000e-01  1.52007749e+00  3.58897842e-04 
 5.37100000e-09  5.37100000e-09  9.50000000e-01  8.50000000e-01  1.52081234e+00  3.49109072e-04 
 5.37300000e-09  5.37300000e-09  9.50000000e-01  8.50000000e-01  1.52152811e+00  3.39594136e-04 
 5.37500000e-09  5.37500000e-09  9.50000000e-01  8.50000000e-01  1.52222444e+00  3.30371682e-04 
 5.37700000e-09  5.37700000e-09  9.50000000e-01  8.50000000e-01  1.52290269e+00  3.21404967e-04 
 5.37900000e-09  5.37900000e-09  9.50000000e-01  8.50000000e-01  1.52356250e+00  3.12713303e-04 
 5.38100000e-09  5.38100000e-09  9.50000000e-01  8.50000000e-01  1.52420515e+00  3.04260649e-04 
 5.38300000e-09  5.38300000e-09  9.50000000e-01  8.50000000e-01  1.52483033e+00  2.96066837e-04 
 5.38500000e-09  5.38500000e-09  9.50000000e-01  8.50000000e-01  1.52543925e+00  2.88096539e-04 
 5.38700000e-09  5.38700000e-09  9.50000000e-01  8.50000000e-01  1.52603158e+00  2.80369984e-04 
 5.38900000e-09  5.38900000e-09  9.50000000e-01  8.50000000e-01  1.52660851e+00  2.72852573e-04 
 5.39100000e-09  5.39100000e-09  9.50000000e-01  8.50000000e-01  1.52716971e+00  2.65564814e-04 
 5.39300000e-09  5.39300000e-09  9.50000000e-01  8.50000000e-01  1.52771630e+00  2.58472856e-04 
 5.39500000e-09  5.39500000e-09  9.50000000e-01  8.50000000e-01  1.52824798e+00  2.51597389e-04 
 5.39700000e-09  5.39700000e-09  9.50000000e-01  8.50000000e-01  1.52876582e+00  2.44905316e-04 
 5.39900000e-09  5.39900000e-09  9.50000000e-01  8.50000000e-01  1.52926952e+00  2.38417423e-04 
 5.40100000e-09  5.40100000e-09  9.50000000e-01  8.50000000e-01  1.52976009e+00  2.32101380e-04 
 5.40300000e-09  5.40300000e-09  9.50000000e-01  8.50000000e-01  1.53023727e+00  2.25977992e-04 
 5.40500000e-09  5.40500000e-09  9.50000000e-01  8.50000000e-01  1.53070201e+00  2.20015700e-04 
 5.40700000e-09  5.40700000e-09  9.50000000e-01  8.50000000e-01  1.53115403e+00  2.14235262e-04 
 5.40900000e-09  5.40900000e-09  9.50000000e-01  8.50000000e-01  1.53159428e+00  2.08605896e-04 
 5.41100000e-09  5.41100000e-09  9.50000000e-01  8.50000000e-01  1.53202248e+00  2.03148253e-04 
 5.41300000e-09  5.41300000e-09  9.50000000e-01  8.50000000e-01  1.53243952e+00  1.97832331e-04 
 5.41500000e-09  5.41500000e-09  9.50000000e-01  8.50000000e-01  1.53284513e+00  1.92678622e-04 
 5.41700000e-09  5.41700000e-09  9.50000000e-01  8.50000000e-01  1.53324017e+00  1.87657904e-04 
 5.41900000e-09  5.41900000e-09  9.50000000e-01  8.50000000e-01  1.53362438e+00  1.82790465e-04 
 5.42100000e-09  5.42100000e-09  9.50000000e-01  8.50000000e-01  1.53399857e+00  1.78047862e-04 
 5.42300000e-09  5.42300000e-09  9.50000000e-01  8.50000000e-01  1.53436249e+00  1.73450141e-04 
 5.42500000e-09  5.42500000e-09  9.50000000e-01  8.50000000e-01  1.53471692e+00  1.68969632e-04 
 5.42700000e-09  5.42700000e-09  9.50000000e-01  8.50000000e-01  1.53506162e+00  1.64626107e-04 
 5.42900000e-09  5.42900000e-09  9.50000000e-01  8.50000000e-01  1.53539734e+00  1.60392664e-04 
 5.43100000e-09  5.43100000e-09  9.50000000e-01  8.50000000e-01  1.53572382e+00  1.56288771e-04 
 5.43300000e-09  5.43300000e-09  9.50000000e-01  8.50000000e-01  1.53604180e+00  1.52288290e-04 
 5.43500000e-09  5.43500000e-09  9.50000000e-01  8.50000000e-01  1.53635103e+00  1.48410357e-04 
 5.43700000e-09  5.43700000e-09  9.50000000e-01  8.50000000e-01  1.53665219e+00  1.44629590e-04 
 5.43900000e-09  5.43900000e-09  9.50000000e-01  8.50000000e-01  1.53694507e+00  1.40964777e-04 
 5.44100000e-09  5.44100000e-09  9.50000000e-01  8.50000000e-01  1.53723031e+00  1.37391279e-04 
 5.44300000e-09  5.44300000e-09  9.50000000e-01  8.50000000e-01  1.53750770e+00  1.33927518e-04 
 5.44500000e-09  5.44500000e-09  9.50000000e-01  8.50000000e-01  1.53777785e+00  1.30549591e-04 
 5.44700000e-09  5.44700000e-09  9.50000000e-01  8.50000000e-01  1.53804055e+00  1.27275538e-04 
 5.44900000e-09  5.44900000e-09  9.50000000e-01  8.50000000e-01  1.53829641e+00  1.24082181e-04 
 5.45100000e-09  5.45100000e-09  9.50000000e-01  8.50000000e-01  1.53854521e+00  1.20987167e-04 
 5.45300000e-09  5.45300000e-09  9.50000000e-01  8.50000000e-01  1.53878753e+00  1.17968029e-04 
 5.45500000e-09  5.45500000e-09  9.50000000e-01  8.50000000e-01  1.53902316e+00  1.15042016e-04 
 5.45700000e-09  5.45700000e-09  9.50000000e-01  8.50000000e-01  1.53925264e+00  1.12187358e-04 
 5.45900000e-09  5.45900000e-09  9.50000000e-01  8.50000000e-01  1.53947579e+00  1.09420897e-04 
 5.46100000e-09  5.46100000e-09  9.50000000e-01  8.50000000e-01  1.53969313e+00  1.06721550e-04 
 5.46300000e-09  5.46300000e-09  9.50000000e-01  8.50000000e-01  1.53990445e+00  1.04105744e-04 
 5.46500000e-09  5.46500000e-09  9.50000000e-01  8.50000000e-01  1.54011028e+00  1.01553071e-04 
 5.46700000e-09  5.46700000e-09  9.50000000e-01  8.50000000e-01  1.54031040e+00  9.90795430e-05 
 5.46900000e-09  5.46900000e-09  9.50000000e-01  8.50000000e-01  1.54050532e+00  9.66654090e-05 
 5.47100000e-09  5.47100000e-09  9.50000000e-01  8.50000000e-01  1.54069484e+00  9.43262645e-05 
 5.47300000e-09  5.47300000e-09  9.50000000e-01  8.50000000e-01  1.54087943e+00  9.20430029e-05 
 5.47500000e-09  5.47500000e-09  9.50000000e-01  8.50000000e-01  1.54105890e+00  8.98308033e-05 
 5.47700000e-09  5.47700000e-09  9.50000000e-01  8.50000000e-01  1.54123371e+00  8.76711880e-05 
 5.47900000e-09  5.47900000e-09  9.50000000e-01  8.50000000e-01  1.54140366e+00  8.55789211e-05 
 5.48100000e-09  5.48100000e-09  9.50000000e-01  8.50000000e-01  1.54156920e+00  8.35361389e-05 
 5.48300000e-09  5.48300000e-09  9.50000000e-01  8.50000000e-01  1.54173014e+00  8.15571932e-05 
 5.48500000e-09  5.48500000e-09  9.50000000e-01  8.50000000e-01  1.54188690e+00  7.96248190e-05 
 5.48700000e-09  5.48700000e-09  9.50000000e-01  8.50000000e-01  1.54203931e+00  7.77529592e-05 
 5.48900000e-09  5.48900000e-09  9.50000000e-01  8.50000000e-01  1.54218775e+00  7.59249323e-05 
 5.49100000e-09  5.49100000e-09  9.50000000e-01  8.50000000e-01  1.54233207e+00  7.41542768e-05 
 5.49300000e-09  5.49300000e-09  9.50000000e-01  8.50000000e-01  1.54247264e+00  7.24248792e-05 
 5.49500000e-09  5.49500000e-09  9.50000000e-01  8.50000000e-01  1.54260930e+00  7.07498785e-05 
 5.49700000e-09  5.49700000e-09  9.50000000e-01  8.50000000e-01  1.54274242e+00  6.91137144e-05 
 5.49900000e-09  5.49900000e-09  9.50000000e-01  8.50000000e-01  1.54287182e+00  6.75291319e-05 
 5.50000000e-09  5.50000000e-09  9.50000000e-01  8.50000000e-01  1.54293530e+00  6.67481442e-05 
 5.50020000e-09  5.50020000e-09  9.49600000e-01  8.50400000e-01  1.54301277e+00  7.22641250e-05 
 5.50060000e-09  5.50060000e-09  9.48800000e-01  8.51200000e-01  1.54314907e+00  8.11711138e-05 
 5.50140000e-09  5.50140000e-09  9.47200000e-01  8.52800000e-01  1.54335023e+00  9.17286554e-05 
 5.50300000e-09  5.50300000e-09  9.44000000e-01  8.56000000e-01  1.54344521e+00  8.58591043e-05 
 5.50500000e-09  5.50500000e-09  9.40000000e-01  8.60000000e-01  1.54290750e+00  2.86108596e-05 
 5.50700000e-09  5.50700000e-09  9.36000000e-01  8.64000000e-01  1.54156936e+00 -8.23126847e-05 
 5.50900000e-09  5.50900000e-09  9.32000000e-01  8.68000000e-01  1.53936993e+00 -2.41007685e-04 
 5.51100000e-09  5.51100000e-09  9.28000000e-01  8.72000000e-01  1.53627233e+00 -4.39653245e-04 
 5.51300000e-09  5.51300000e-09  9.24000000e-01  8.76000000e-01  1.53224577e+00 -6.73269901e-04 
 5.51500000e-09  5.51500000e-09  9.20000000e-01  8.80000000e-01  1.52727237e+00 -9.36942294e-04 
 5.51700000e-09  5.51700000e-09  9.16000000e-01  8.84000000e-01  1.52133492e+00 -1.22739770e-03 
 5.51900000e-09  5.51900000e-09  9.12000000e-01  8.88000000e-01  1.51442610e+00 -1.54143528e-03 
 5.52100000e-09  5.52100000e-09  9.08000000e-01  8.92000000e-01  1.50653883e+00 -1.87722032e-03 
 5.52300000e-09  5.52300000e-09  9.04000000e-01  8.96000000e-01  1.49767502e+00 -2.23286330e-03 
 5.52500000e-09  5.52500000e-09  9.00000000e-01  9.00000000e-01  1.48783724e+00 -2.60757423e-03 
 5.52700000e-09  5.52700000e-09  8.96000000e-01  9.04000000e-01  1.47703646e+00 -3.00041942e-03 
 5.52900000e-09  5.52900000e-09  8.92000000e-01  9.08000000e-01  1.46528461e+00 -3.41136559e-03 
 5.53100000e-09  5.53100000e-09  8.88000000e-01  9.12000000e-01  1.45260127e+00 -3.84018720e-03 
 5.53300000e-09  5.53300000e-09  8.84000000e-01  9.16000000e-01  1.43900699e+00 -4.28739788e-03 
 5.53500000e-09  5.53500000e-09  8.80000000e-01  9.20000000e-01  1.42452893e+00 -4.75326916e-03 
 5.53700000e-09  5.53700000e-09  8.76000000e-01  9.24000000e-01  1.40919496e+00 -5.23863781e-03 
 5.53900000e-09  5.53900000e-09  8.72000000e-01  9.28000000e-01  1.39303835e+00 -5.74399462e-03 
 5.54100000e-09  5.54100000e-09  8.68000000e-01  9.32000000e-01  1.37609243e+00 -6.27014874e-03 
 5.54300000e-09  5.54300000e-09  8.64000000e-01  9.36000000e-01  1.35839456e+00 -6.81733659e-03 
 5.54500000e-09  5.54500000e-09  8.60000000e-01  9.40000000e-01  1.33998131e+00 -7.38570370e-03 
 5.54700000e-09  5.54700000e-09  8.56000000e-01  9.44000000e-01  1.32089168e+00 -7.97435686e-03 
 5.54900000e-09  5.54900000e-09  8.52000000e-01  9.48000000e-01  1.30116291e+00 -8.58158521e-03 
 5.55000000e-09  5.55000000e-09  8.50000000e-01  9.50000000e-01  1.29107024e+00 -8.89127435e-03 
 5.55020000e-09  5.55020000e-09  8.50000000e-01  9.50000000e-01  1.28897224e+00 -8.96012648e-03 
 5.55060000e-09  5.55060000e-09  8.50000000e-01  9.50000000e-01  1.28479265e+00 -9.09490858e-03 
 5.55140000e-09  5.55140000e-09  8.50000000e-01  9.50000000e-01  1.27648366e+00 -9.35188835e-03 
 5.55300000e-09  5.55300000e-09  8.50000000e-01  9.50000000e-01  1.26001144e+00 -9.82412378e-03 
 5.55500000e-09  5.55500000e-09  8.50000000e-01  9.50000000e-01  1.23961716e+00 -1.03461698e-02 
 5.55700000e-09  5.55700000e-09  8.50000000e-01  9.50000000e-01  1.21937450e+00 -1.07982617e-02 
 5.55900000e-09  5.55900000e-09  8.50000000e-01  9.50000000e-01  1.19925857e+00 -1.11763616e-02 
 5.56100000e-09  5.56100000e-09  8.50000000e-01  9.50000000e-01  1.17926605e+00 -1.14697180e-02 
 5.56300000e-09  5.56300000e-09  8.50000000e-01  9.50000000e-01  1.15940667e+00 -1.16622008e-02 
 5.56500000e-09  5.56500000e-09  8.50000000e-01  9.50000000e-01  1.13969110e+00 -1.17348538e-02 
 5.56700000e-09  5.56700000e-09  8.50000000e-01  9.50000000e-01  1.12013325e+00 -1.16659569e-02 
 5.56900000e-09  5.56900000e-09  8.50000000e-01  9.50000000e-01  1.10074415e+00 -1.14327345e-02 
 5.57100000e-09  5.57100000e-09  8.50000000e-01  9.50000000e-01  1.08153608e+00 -1.10110347e-02 
 5.57300000e-09  5.57300000e-09  8.50000000e-01  9.50000000e-01  1.06251821e+00 -1.03764795e-02 
 5.57500000e-09  5.57500000e-09  8.50000000e-01  9.50000000e-01  1.04370064e+00 -9.50382567e-03 
 5.57700000e-09  5.57700000e-09  8.50000000e-01  9.50000000e-01  1.02509078e+00 -8.36761853e-03 
 5.57900000e-09  5.57900000e-09  8.50000000e-01  9.50000000e-01  1.00669687e+00 -6.94130390e-03 
 5.58100000e-09  5.58100000e-09  8.50000000e-01  9.50000000e-01  9.88524836e-01 -5.19750431e-03 
 5.58300000e-09  5.58300000e-09  8.50000000e-01  9.50000000e-01  9.70581329e-01 -3.10698861e-03 
 5.58500000e-09  5.58500000e-09  8.50000000e-01  9.50000000e-01  9.52870857e-01 -6.38696282e-04 
 5.58700000e-09  5.58700000e-09  8.50000000e-01  9.50000000e-01  9.35458223e-01  2.16678998e-03 
 5.58900000e-09  5.58900000e-09  8.50000000e-01  9.50000000e-01  9.18312599e-01  5.38370698e-03 
 5.59100000e-09  5.59100000e-09  8.50000000e-01  9.50000000e-01  9.01431453e-01  9.07665542e-03 
 5.59300000e-09  5.59300000e-09  8.50000000e-01  9.50000000e-01  8.84811216e-01  1.32819977e-02 
 5.59500000e-09  5.59500000e-09  8.50000000e-01  9.50000000e-01  8.68461305e-01  1.80466681e-02 
 5.59700000e-09  5.59700000e-09  8.50000000e-01  9.50000000e-01  8.52374918e-01  2.34135862e-02 
 5.59900000e-09  5.59900000e-09  8.50000000e-01  9.50000000e-01  8.36555899e-01  2.94353108e-02 
 5.60100000e-09  5.60100000e-09  8.50000000e-01  9.50000000e-01  8.20990824e-01  3.61607596e-02 
 5.60300000e-09  5.60300000e-09  8.50000000e-01  9.50000000e-01  8.05673967e-01  4.36469349e-02 
 5.60500000e-09  5.60500000e-09  8.50000000e-01  9.50000000e-01  7.90581339e-01  5.19461522e-02 
 5.60700000e-09  5.60700000e-09  8.50000000e-01  9.50000000e-01  7.75696562e-01  6.11140999e-02 
 5.60900000e-09  5.60900000e-09  8.50000000e-01  9.50000000e-01  7.60991445e-01  7.11939309e-02 
 5.61100000e-09  5.61100000e-09  8.50000000e-01  9.50000000e-01  7.46458234e-01  8.22174996e-02 
 5.61300000e-09  5.61300000e-09  8.50000000e-01  9.50000000e-01  7.32094457e-01  9.41897607e-02 
 5.61500000e-09  5.61500000e-09  8.50000000e-01  9.50000000e-01  7.17925628e-01  1.07098149e-01 
 5.61700000e-09  5.61700000e-09  8.50000000e-01  9.50000000e-01  7.03973751e-01  1.20913268e-01 
 5.61900000e-09  5.61900000e-09  8.50000000e-01  9.50000000e-01  6.90270056e-01  1.35605151e-01 
 5.62100000e-09  5.62100000e-09  8.50000000e-01  9.50000000e-01  6.76828740e-01  1.51141612e-01 
 5.62300000e-09  5.62300000e-09  8.50000000e-01  9.50000000e-01  6.63668475e-01  1.67495945e-01 
 5.62500000e-09  5.62500000e-09  8.50000000e-01  9.50000000e-01  6.50792800e-01  1.84640713e-01 
 5.62700000e-09  5.62700000e-09  8.50000000e-01  9.50000000e-01  6.38212418e-01  2.02552556e-01 
 5.62900000e-09  5.62900000e-09  8.50000000e-01  9.50000000e-01  6.25925903e-01  2.21206290e-01 
 5.63100000e-09  5.63100000e-09  8.50000000e-01  9.50000000e-01  6.13940397e-01  2.40579347e-01 
 5.63300000e-09  5.63300000e-09  8.50000000e-01  9.50000000e-01  6.02252371e-01  2.60646794e-01 
 5.63500000e-09  5.63500000e-09  8.50000000e-01  9.50000000e-01  5.90867147e-01  2.81385523e-01 
 5.63700000e-09  5.63700000e-09  8.50000000e-01  9.50000000e-01  5.79780103e-01  3.02769984e-01 
 5.63900000e-09  5.63900000e-09  8.50000000e-01  9.50000000e-01  5.68995321e-01  3.24776059e-01 
 5.64100000e-09  5.64100000e-09  8.50000000e-01  9.50000000e-01  5.58507392e-01  3.47377342e-01 
 5.64300000e-09  5.64300000e-09  8.50000000e-01  9.50000000e-01  5.48319319e-01  3.70548673e-01 
 5.64500000e-09  5.64500000e-09  8.50000000e-01  9.50000000e-01  5.38424958e-01  3.94262862e-01 
 5.64700000e-09  5.64700000e-09  8.50000000e-01  9.50000000e-01  5.28826221e-01  4.18493901e-01 
 5.64900000e-09  5.64900000e-09  8.50000000e-01  9.50000000e-01  5.19516172e-01  4.43214066e-01 
 5.65100000e-09  5.65100000e-09  8.50000000e-01  9.50000000e-01  5.10495565e-01  4.68396822e-01 
 5.65300000e-09  5.65300000e-09  8.50000000e-01  9.50000000e-01  5.01756620e-01  4.94014228e-01 
 5.65500000e-09  5.65500000e-09  8.50000000e-01  9.50000000e-01  4.93298968e-01  5.20039555e-01 
 5.65700000e-09  5.65700000e-09  8.50000000e-01  9.50000000e-01  4.85114121e-01  5.46444922e-01 
 5.65900000e-09  5.65900000e-09  8.50000000e-01  9.50000000e-01  4.77200844e-01  5.73203648e-01 
 5.66100000e-09  5.66100000e-09  8.50000000e-01  9.50000000e-01  4.69550249e-01  6.00288086e-01 
 5.66300000e-09  5.66300000e-09  8.50000000e-01  9.50000000e-01  4.62160553e-01  6.27671752e-01 
 5.66500000e-09  5.66500000e-09  8.50000000e-01  9.50000000e-01  4.55022729e-01  6.55327356e-01 
 5.66700000e-09  5.66700000e-09  8.50000000e-01  9.50000000e-01  4.48134632e-01  6.83228728e-01 
 5.66900000e-09  5.66900000e-09  8.50000000e-01  9.50000000e-01  4.41487216e-01  7.11349033e-01 
 5.67100000e-09  5.67100000e-09  8.50000000e-01  9.50000000e-01  4.35078061e-01  7.39662508e-01 
 5.67300000e-09  5.67300000e-09  8.50000000e-01  9.50000000e-01  4.28898152e-01  7.68142826e-01 
 5.67500000e-09  5.67500000e-09  8.50000000e-01  9.50000000e-01  4.22944852e-01  7.96764661e-01 
 5.67700000e-09  5.67700000e-09  8.50000000e-01  9.50000000e-01  4.17209235e-01  8.25502174e-01 
 5.67900000e-09  5.67900000e-09  8.50000000e-01  9.50000000e-01  4.11688512e-01  8.54330417e-01 
 5.68100000e-09  5.68100000e-09  8.50000000e-01  9.50000000e-01  4.06373907e-01  8.83223920e-01 
 5.68300000e-09  5.68300000e-09  8.50000000e-01  9.50000000e-01  4.01262572e-01  9.12157935e-01 
 5.68500000e-09  5.68500000e-09  8.50000000e-01  9.50000000e-01  3.96345966e-01  9.41107101e-01 
 5.68700000e-09  5.68700000e-09  8.50000000e-01  9.50000000e-01  3.91621289e-01  9.70046528e-01 
 5.68900000e-09  5.68900000e-09  8.50000000e-01  9.50000000e-01  3.87080362e-01  9.98950497e-01 
 5.69100000e-09  5.69100000e-09  8.50000000e-01  9.50000000e-01  3.82720594e-01  1.02779337e+00 
 5.69300000e-09  5.69300000e-09  8.50000000e-01  9.50000000e-01  3.78534357e-01  1.05654830e+00 
 5.69500000e-09  5.69500000e-09  8.50000000e-01  9.50000000e-01  3.74519531e-01  1.08518785e+00 
 5.69700000e-09  5.69700000e-09  8.50000000e-01  9.50000000e-01  3.70669372e-01  1.11368267e+00 
 5.69900000e-09  5.69900000e-09  8.50000000e-01  9.50000000e-01  3.66982699e-01  1.14200176e+00 
 5.70100000e-09  5.70100000e-09  8.50000000e-01  9.50000000e-01  3.63454284e-01  1.17011088e+00 
 5.70300000e-09  5.70300000e-09  8.50000000e-01  9.50000000e-01  3.60084760e-01  1.19797232e+00 
 5.70500000e-09  5.70500000e-09  8.50000000e-01  9.50000000e-01  3.56871605e-01  1.22554289e+00 
 5.70700000e-09  5.70700000e-09  8.50000000e-01  9.50000000e-01  3.53818866e-01  1.25277323e+00 
 5.70900000e-09  5.70900000e-09  8.50000000e-01  9.50000000e-01  3.50928777e-01  1.27960570e+00 
 5.71100000e-09  5.71100000e-09  8.50000000e-01  9.50000000e-01  3.48211233e-01  1.30597450e+00 
 5.71300000e-09  5.71300000e-09  8.50000000e-01  9.50000000e-01  3.45675624e-01  1.33180553e+00 
 5.71500000e-09  5.71500000e-09  8.50000000e-01  9.50000000e-01  3.43339072e-01  1.35701948e+00 
 5.71700000e-09  5.71700000e-09  8.50000000e-01  9.50000000e-01  3.41216706e-01  1.38153525e+00 
 5.71900000e-09  5.71900000e-09  8.50000000e-01  9.50000000e-01  3.39326531e-01  1.40527586e+00 
 5.72100000e-09  5.72100000e-09  8.50000000e-01  9.50000000e-01  3.37677056e-01  1.42817343e+00 
 5.72300000e-09  5.72300000e-09  8.50000000e-01  9.50000000e-01  3.36270604e-01  1.45017465e+00 
 5.72500000e-09  5.72500000e-09  8.50000000e-01  9.50000000e-01  3.35093538e-01  1.47124280e+00 
 5.72700000e-09  5.72700000e-09  8.50000000e-01  9.50000000e-01  3.34124306e-01  1.49135838e+00 
 5.72900000e-09  5.72900000e-09  8.50000000e-01  9.50000000e-01  3.33329578e-01  1.51051642e+00 
 5.73100000e-09  5.73100000e-09  8.50000000e-01  9.50000000e-01  3.32675311e-01  1.52872387e+00 
 5.73300000e-09  5.73300000e-09  8.50000000e-01  9.50000000e-01  3.32123746e-01  1.54599593e+00 
 5.73500000e-09  5.73500000e-09  8.50000000e-01  9.50000000e-01  3.31642847e-01  1.56235390e+00 
 5.73700000e-09  5.73700000e-09  8.50000000e-01  9.50000000e-01  3.31200676e-01  1.57782320e+00 
 5.73900000e-09  5.73900000e-09  8.50000000e-01  9.50000000e-01  3.30773027e-01  1.59243214e+00 
 5.74100000e-09  5.74100000e-09  8.50000000e-01  9.50000000e-01  3.30337211e-01  1.60621058e+00 
 5.74300000e-09  5.74300000e-09  8.50000000e-01  9.50000000e-01  3.29877501e-01  1.61919001e+00 
 5.74500000e-09  5.74500000e-09  8.50000000e-01  9.50000000e-01  3.29379474e-01  1.63140221e+00 
 5.74700000e-09  5.74700000e-09  8.50000000e-01  9.50000000e-01  3.28834653e-01  1.64287974e+00 
 5.74900000e-09  5.74900000e-09  8.50000000e-01  9.50000000e-01  3.28234727e-01  1.65365509e+00 
 5.75100000e-09  5.75100000e-09  8.50000000e-01  9.50000000e-01  3.27576484e-01  1.66376091e+00 
 5.75300000e-09  5.75300000e-09  8.50000000e-01  9.50000000e-01  3.26856156e-01  1.67322933e+00 
 5.75500000e-09  5.75500000e-09  8.50000000e-01  9.50000000e-01  3.26074209e-01  1.68209228e+00 
 5.75700000e-09  5.75700000e-09  8.50000000e-01  9.50000000e-01  3.25230002e-01  1.69038092e+00 
 5.75900000e-09  5.75900000e-09  8.50000000e-01  9.50000000e-01  3.24326442e-01  1.69812585e+00 
 5.76100000e-09  5.76100000e-09  8.50000000e-01  9.50000000e-01  3.23364934e-01  1.70535675e+00 
 5.76300000e-09  5.76300000e-09  8.50000000e-01  9.50000000e-01  3.22349901e-01  1.71210255e+00 
 5.76500000e-09  5.76500000e-09  8.50000000e-01  9.50000000e-01  3.21283996e-01  1.71839106e+00 
 5.76700000e-09  5.76700000e-09  8.50000000e-01  9.50000000e-01  3.20172483e-01  1.72424925e+00 
 5.76900000e-09  5.76900000e-09  8.50000000e-01  9.50000000e-01  3.19018686e-01  1.72970289e+00 
 5.77100000e-09  5.77100000e-09  8.50000000e-01  9.50000000e-01  3.17828227e-01  1.73477681e+00 
 5.77300000e-09  5.77300000e-09  8.50000000e-01  9.50000000e-01  3.16604689e-01  1.73949462e+00 
 5.77500000e-09  5.77500000e-09  8.50000000e-01  9.50000000e-01  3.15353719e-01  1.74387896e+00 
 5.77700000e-09  5.77700000e-09  8.50000000e-01  9.50000000e-01  3.14078874e-01  1.74795126e+00 
 5.77900000e-09  5.77900000e-09  8.50000000e-01  9.50000000e-01  3.12785600e-01  1.75173196e+00 
 5.78100000e-09  5.78100000e-09  8.50000000e-01  9.50000000e-01  3.11477241e-01  1.75524034e+00 
 5.78300000e-09  5.78300000e-09  8.50000000e-01  9.50000000e-01  3.10158893e-01  1.75849474e+00 
 5.78500000e-09  5.78500000e-09  8.50000000e-01  9.50000000e-01  3.08833573e-01  1.76151236e+00 
 5.78700000e-09  5.78700000e-09  8.50000000e-01  9.50000000e-01  3.07505939e-01  1.76430952e+00 
 5.78900000e-09  5.78900000e-09  8.50000000e-01  9.50000000e-01  3.06178614e-01  1.76690148e+00 
 5.79100000e-09  5.79100000e-09  8.50000000e-01  9.50000000e-01  3.04855777e-01  1.76930268e+00 
 5.79300000e-09  5.79300000e-09  8.50000000e-01  9.50000000e-01  3.03539626e-01  1.77152657e+00 
 5.79500000e-09  5.79500000e-09  8.50000000e-01  9.50000000e-01  3.02233849e-01  1.77358586e+00 
 5.79700000e-09  5.79700000e-09  8.50000000e-01  9.50000000e-01  3.00940215e-01  1.77549234e+00 
 5.79900000e-09  5.79900000e-09  8.50000000e-01  9.50000000e-01  2.99661931e-01  1.77725712e+00 
 5.80100000e-09  5.80100000e-09  8.50000000e-01  9.50000000e-01  2.98400353e-01  1.77889052e+00 
 5.80300000e-09  5.80300000e-09  8.50000000e-01  9.50000000e-01  2.97158227e-01  1.78040222e+00 
 5.80500000e-09  5.80500000e-09  8.50000000e-01  9.50000000e-01  2.95936521e-01  1.78180116e+00 
 5.80700000e-09  5.80700000e-09  8.50000000e-01  9.50000000e-01  2.94737557e-01  1.78309577e+00 
 5.80900000e-09  5.80900000e-09  8.50000000e-01  9.50000000e-01  2.93561944e-01  1.78429378e+00 
 5.81100000e-09  5.81100000e-09  8.50000000e-01  9.50000000e-01  2.92411615e-01  1.78540248e+00 
 5.81300000e-09  5.81300000e-09  8.50000000e-01  9.50000000e-01  2.91286862e-01  1.78642857e+00 
 5.81500000e-09  5.81500000e-09  8.50000000e-01  9.50000000e-01  2.90189267e-01  1.78737829e+00 
 5.81700000e-09  5.81700000e-09  8.50000000e-01  9.50000000e-01  2.89118839e-01  1.78825743e+00 
 5.81900000e-09  5.81900000e-09  8.50000000e-01  9.50000000e-01  2.88076850e-01  1.78907136e+00 
 5.82100000e-09  5.82100000e-09  8.50000000e-01  9.50000000e-01  2.87063066e-01  1.78982503e+00 
 5.82300000e-09  5.82300000e-09  8.50000000e-01  9.50000000e-01  2.86078486e-01  1.79052306e+00 
 5.82500000e-09  5.82500000e-09  8.50000000e-01  9.50000000e-01  2.85122668e-01  1.79116969e+00 
 5.82700000e-09  5.82700000e-09  8.50000000e-01  9.50000000e-01  2.84196374e-01  1.79176887e+00 
 5.82900000e-09  5.82900000e-09  8.50000000e-01  9.50000000e-01  2.83298988e-01  1.79232422e+00 
 5.83100000e-09  5.83100000e-09  8.50000000e-01  9.50000000e-01  2.82431072e-01  1.79283912e+00 
 5.83300000e-09  5.83300000e-09  8.50000000e-01  9.50000000e-01  2.81591864e-01  1.79331664e+00 
 5.83500000e-09  5.83500000e-09  8.50000000e-01  9.50000000e-01  2.80781756e-01  1.79375968e+00 
 5.83700000e-09  5.83700000e-09  8.50000000e-01  9.50000000e-01  2.79999869e-01  1.79417085e+00 
 5.83900000e-09  5.83900000e-09  8.50000000e-01  9.50000000e-01  2.79246455e-01  1.79455262e+00 
 5.84100000e-09  5.84100000e-09  8.50000000e-01  9.50000000e-01  2.78520545e-01  1.79490721e+00 
 5.84300000e-09  5.84300000e-09  8.50000000e-01  9.50000000e-01  2.77822270e-01  1.79523672e+00 
 5.84500000e-09  5.84500000e-09  8.50000000e-01  9.50000000e-01  2.77150595e-01  1.79554303e+00 
 5.84700000e-09  5.84700000e-09  8.50000000e-01  9.50000000e-01  2.76505557e-01  1.79582793e+00 
 5.84900000e-09  5.84900000e-09  8.50000000e-01  9.50000000e-01  2.75886070e-01  1.79609303e+00 
