 time            time            v(inp)          v(inn)          v(vamp)         v(rxout)       
 1.18050000e-08  1.18050000e-08  8.50000000e-01  9.50000000e-01  2.95936521e-01  1.78180116e+00 
 1.18070000e-08  1.18070000e-08  8.50000000e-01  9.50000000e-01  2.94737557e-01  1.78309577e+00 
 1.18090000e-08  1.18090000e-08  8.50000000e-01  9.50000000e-01  2.93561944e-01  1.78429378e+00 
 1.18110000e-08  1.18110000e-08  8.50000000e-01  9.50000000e-01  2.92411615e-01  1.78540248e+00 
 1.18130000e-08  1.18130000e-08  8.50000000e-01  9.50000000e-01  2.91286862e-01  1.78642857e+00 
 1.18150000e-08  1.18150000e-08  8.50000000e-01  9.50000000e-01  2.90189267e-01  1.78737829e+00 
 1.18170000e-08  1.18170000e-08  8.50000000e-01  9.50000000e-01  2.89118839e-01  1.78825743e+00 
 1.18190000e-08  1.18190000e-08  8.50000000e-01  9.50000000e-01  2.88076850e-01  1.78907136e+00 
 1.18210000e-08  1.18210000e-08  8.50000000e-01  9.50000000e-01  2.87063066e-01  1.78982503e+00 
 1.18230000e-08  1.18230000e-08  8.50000000e-01  9.50000000e-01  2.86078486e-01  1.79052306e+00 
 1.18250000e-08  1.18250000e-08  8.50000000e-01  9.50000000e-01  2.85122668e-01  1.79116969e+00 
 1.18270000e-08  1.18270000e-08  8.50000000e-01  9.50000000e-01  2.84196374e-01  1.79176887e+00 
 1.18290000e-08  1.18290000e-08  8.50000000e-01  9.50000000e-01  2.83298988e-01  1.79232422e+00 
 1.18310000e-08  1.18310000e-08  8.50000000e-01  9.50000000e-01  2.82431072e-01  1.79283912e+00 
 1.18330000e-08  1.18330000e-08  8.50000000e-01  9.50000000e-01  2.81591864e-01  1.79331664e+00 
 1.18350000e-08  1.18350000e-08  8.50000000e-01  9.50000000e-01  2.80781756e-01  1.79375968e+00 
 1.18370000e-08  1.18370000e-08  8.50000000e-01  9.50000000e-01  2.79999869e-01  1.79417085e+00 
 1.18390000e-08  1.18390000e-08  8.50000000e-01  9.50000000e-01  2.79246455e-01  1.79455262e+00 
 1.18410000e-08  1.18410000e-08  8.50000000e-01  9.50000000e-01  2.78520545e-01  1.79490721e+00 
 1.18430000e-08  1.18430000e-08  8.50000000e-01  9.50000000e-01  2.77822270e-01  1.79523672e+00 
 1.18450000e-08  1.18450000e-08  8.50000000e-01  9.50000000e-01  2.77150595e-01  1.79554303e+00 
 1.18470000e-08  1.18470000e-08  8.50000000e-01  9.50000000e-01  2.76505557e-01  1.79582793e+00 
 1.18490000e-08  1.18490000e-08  8.50000000e-01  9.50000000e-01  2.75886070e-01  1.79609303e+00 
 1.18510000e-08  1.18510000e-08  8.50000000e-01  9.50000000e-01  2.75292097e-01  1.79633982e+00 
 1.18530000e-08  1.18530000e-08  8.50000000e-01  9.50000000e-01  2.74722521e-01  1.79656968e+00 
 1.18550000e-08  1.18550000e-08  8.50000000e-01  9.50000000e-01  2.74177247e-01  1.79678389e+00 
 1.18570000e-08  1.18570000e-08  8.50000000e-01  9.50000000e-01  2.73655139e-01  1.79698360e+00 
 1.18590000e-08  1.18590000e-08  8.50000000e-01  9.50000000e-01  2.73156059e-01  1.79716991e+00 
 1.18610000e-08  1.18610000e-08  8.50000000e-01  9.50000000e-01  2.72678868e-01  1.79734379e+00 
 1.18630000e-08  1.18630000e-08  8.50000000e-01  9.50000000e-01  2.72223397e-01  1.79750616e+00 
 1.18650000e-08  1.18650000e-08  8.50000000e-01  9.50000000e-01  2.71788511e-01  1.79765787e+00 
 1.18670000e-08  1.18670000e-08  8.50000000e-01  9.50000000e-01  2.71374023e-01  1.79779968e+00 
 1.18690000e-08  1.18690000e-08  8.50000000e-01  9.50000000e-01  2.70978811e-01  1.79793232e+00 
 1.18710000e-08  1.18710000e-08  8.50000000e-01  9.50000000e-01  2.70602677e-01  1.79805643e+00 
 1.18730000e-08  1.18730000e-08  8.50000000e-01  9.50000000e-01  2.70244522e-01  1.79817264e+00 
 1.18750000e-08  1.18750000e-08  8.50000000e-01  9.50000000e-01  2.69904144e-01  1.79828149e+00 
 1.18770000e-08  1.18770000e-08  8.50000000e-01  9.50000000e-01  2.69580470e-01  1.79838351e+00 
 1.18790000e-08  1.18790000e-08  8.50000000e-01  9.50000000e-01  2.69273302e-01  1.79847916e+00 
 1.18810000e-08  1.18810000e-08  8.50000000e-01  9.50000000e-01  2.68981598e-01  1.79856890e+00 
 1.18830000e-08  1.18830000e-08  8.50000000e-01  9.50000000e-01  2.68705167e-01  1.79865312e+00 
 1.18850000e-08  1.18850000e-08  8.50000000e-01  9.50000000e-01  2.68443003e-01  1.79873220e+00 
 1.18870000e-08  1.18870000e-08  8.50000000e-01  9.50000000e-01  2.68194926e-01  1.79880649e+00 
 1.18890000e-08  1.18890000e-08  8.50000000e-01  9.50000000e-01  2.67959968e-01  1.79887630e+00 
 1.18910000e-08  1.18910000e-08  8.50000000e-01  9.50000000e-01  2.67737963e-01  1.79894193e+00 
 1.18930000e-08  1.18930000e-08  8.50000000e-01  9.50000000e-01  2.67527982e-01  1.79900367e+00 
 1.18950000e-08  1.18950000e-08  8.50000000e-01  9.50000000e-01  2.67329876e-01  1.79906175e+00 
 1.18970000e-08  1.18970000e-08  8.50000000e-01  9.50000000e-01  2.67142756e-01  1.79911642e+00 
 1.18990000e-08  1.18990000e-08  8.50000000e-01  9.50000000e-01  2.66966491e-01  1.79916789e+00 
 1.19010000e-08  1.19010000e-08  8.50000000e-01  9.50000000e-01  2.66800233e-01  1.79921637e+00 
 1.19030000e-08  1.19030000e-08  8.50000000e-01  9.50000000e-01  2.66643870e-01  1.79926203e+00 
 1.19050000e-08  1.19050000e-08  8.50000000e-01  9.50000000e-01  2.66496595e-01  1.79930507e+00 
 1.19070000e-08  1.19070000e-08  8.50000000e-01  9.50000000e-01  2.66358315e-01  1.79934563e+00 
 1.19090000e-08  1.19090000e-08  8.50000000e-01  9.50000000e-01  2.66228263e-01  1.79938388e+00 
 1.19110000e-08  1.19110000e-08  8.50000000e-01  9.50000000e-01  2.66106366e-01  1.79941994e+00 
 1.19130000e-08  1.19130000e-08  8.50000000e-01  9.50000000e-01  2.65991895e-01  1.79945396e+00 
 1.19150000e-08  1.19150000e-08  8.50000000e-01  9.50000000e-01  2.65884799e-01  1.79948605e+00 
 1.19170000e-08  1.19170000e-08  8.50000000e-01  9.50000000e-01  2.65784387e-01  1.79951632e+00 
 1.19190000e-08  1.19190000e-08  8.50000000e-01  9.50000000e-01  2.65690625e-01  1.79954489e+00 
 1.19210000e-08  1.19210000e-08  8.50000000e-01  9.50000000e-01  2.65602861e-01  1.79957185e+00 
 1.19230000e-08  1.19230000e-08  8.50000000e-01  9.50000000e-01  2.65521078e-01  1.79959728e+00 
 1.19250000e-08  1.19250000e-08  8.50000000e-01  9.50000000e-01  2.65444660e-01  1.79962130e+00 
 1.19270000e-08  1.19270000e-08  8.50000000e-01  9.50000000e-01  2.65373608e-01  1.79964396e+00 
 1.19290000e-08  1.19290000e-08  8.50000000e-01  9.50000000e-01  2.65307340e-01  1.79966535e+00 
 1.19310000e-08  1.19310000e-08  8.50000000e-01  9.50000000e-01  2.65245875e-01  1.79968554e+00 
 1.19330000e-08  1.19330000e-08  8.50000000e-01  9.50000000e-01  2.65188661e-01  1.79970460e+00 
 1.19350000e-08  1.19350000e-08  8.50000000e-01  9.50000000e-01  2.65135732e-01  1.79972258e+00 
 1.19370000e-08  1.19370000e-08  8.50000000e-01  9.50000000e-01  2.65086571e-01  1.79973956e+00 
 1.19390000e-08  1.19390000e-08  8.50000000e-01  9.50000000e-01  2.65041224e-01  1.79975557e+00 
 1.19410000e-08  1.19410000e-08  8.50000000e-01  9.50000000e-01  2.64999202e-01  1.79977069e+00 
 1.19430000e-08  1.19430000e-08  8.50000000e-01  9.50000000e-01  2.64960567e-01  1.79978494e+00 
 1.19450000e-08  1.19450000e-08  8.50000000e-01  9.50000000e-01  2.64924857e-01  1.79979840e+00 
 1.19470000e-08  1.19470000e-08  8.50000000e-01  9.50000000e-01  2.64892145e-01  1.79981108e+00 
 1.19490000e-08  1.19490000e-08  8.50000000e-01  9.50000000e-01  2.64861995e-01  1.79982305e+00 
 1.19510000e-08  1.19510000e-08  8.50000000e-01  9.50000000e-01  2.64834493e-01  1.79983433e+00 
 1.19530000e-08  1.19530000e-08  8.50000000e-01  9.50000000e-01  2.64809227e-01  1.79984497e+00 
 1.19550000e-08  1.19550000e-08  8.50000000e-01  9.50000000e-01  2.64786291e-01  1.79985499e+00 
 1.19570000e-08  1.19570000e-08  8.50000000e-01  9.50000000e-01  2.64765297e-01  1.79986444e+00 
 1.19590000e-08  1.19590000e-08  8.50000000e-01  9.50000000e-01  2.64746349e-01  1.79987333e+00 
 1.19610000e-08  1.19610000e-08  8.50000000e-01  9.50000000e-01  2.64729080e-01  1.79988171e+00 
 1.19630000e-08  1.19630000e-08  8.50000000e-01  9.50000000e-01  2.64713602e-01  1.79988960e+00 
 1.19650000e-08  1.19650000e-08  8.50000000e-01  9.50000000e-01  2.64699567e-01  1.79989703e+00 
 1.19670000e-08  1.19670000e-08  8.50000000e-01  9.50000000e-01  2.64687094e-01  1.79990401e+00 
 1.19690000e-08  1.19690000e-08  8.50000000e-01  9.50000000e-01  2.64675856e-01  1.79991059e+00 
 1.19710000e-08  1.19710000e-08  8.50000000e-01  9.50000000e-01  2.64665975e-01  1.79991676e+00 
 1.19730000e-08  1.19730000e-08  8.50000000e-01  9.50000000e-01  2.64657143e-01  1.79992257e+00 
 1.19750000e-08  1.19750000e-08  8.50000000e-01  9.50000000e-01  2.64649488e-01  1.79992802e+00 
 1.19770000e-08  1.19770000e-08  8.50000000e-01  9.50000000e-01  2.64642716e-01  1.79993315e+00 
 1.19790000e-08  1.19790000e-08  8.50000000e-01  9.50000000e-01  2.64636959e-01  1.79993796e+00 
 1.19810000e-08  1.19810000e-08  8.50000000e-01  9.50000000e-01  2.64631941e-01  1.79994248e+00 
 1.19830000e-08  1.19830000e-08  8.50000000e-01  9.50000000e-01  2.64627797e-01  1.79994670e+00 
 1.19850000e-08  1.19850000e-08  8.50000000e-01  9.50000000e-01  2.64624262e-01  1.79995068e+00 
 1.19870000e-08  1.19870000e-08  8.50000000e-01  9.50000000e-01  2.64621477e-01  1.79995439e+00 
 1.19890000e-08  1.19890000e-08  8.50000000e-01  9.50000000e-01  2.64619189e-01  1.79995788e+00 
 1.19910000e-08  1.19910000e-08  8.50000000e-01  9.50000000e-01  2.64617539e-01  1.79996113e+00 
 1.19930000e-08  1.19930000e-08  8.50000000e-01  9.50000000e-01  2.64616290e-01  1.79996419e+00 
 1.19950000e-08  1.19950000e-08  8.50000000e-01  9.50000000e-01  2.64615583e-01  1.79996703e+00 
 1.19970000e-08  1.19970000e-08  8.50000000e-01  9.50000000e-01  2.64615190e-01  1.79996970e+00 
 1.19990000e-08  1.19990000e-08  8.50000000e-01  9.50000000e-01  2.64615256e-01  1.79997219e+00 
 1.20000000e-08  1.20000000e-08  8.50000000e-01  9.50000000e-01  2.64615349e-01  1.79997337e+00 
 1.20002000e-08  1.20002000e-08  8.50400000e-01  9.49600000e-01  2.64550226e-01  1.79996510e+00 
 1.20006000e-08  1.20006000e-08  8.51200000e-01  9.48800000e-01  2.64437172e-01  1.79995120e+00 
 1.20014000e-08  1.20014000e-08  8.52800000e-01  9.47200000e-01  2.64292535e-01  1.79993461e+00 
 1.20030000e-08  1.20030000e-08  8.56000000e-01  9.44000000e-01  2.64323045e-01  1.79994290e+00 
 1.20050000e-08  1.20050000e-08  8.60000000e-01  9.40000000e-01  2.64973250e-01  1.80002831e+00 
 1.20070000e-08  1.20070000e-08  8.64000000e-01  9.36000000e-01  2.66328738e-01  1.80020315e+00 
 1.20090000e-08  1.20090000e-08  8.68000000e-01  9.32000000e-01  2.68432356e-01  1.80046392e+00 
 1.20110000e-08  1.20110000e-08  8.72000000e-01  9.28000000e-01  2.71323685e-01  1.80080575e+00 
 1.20130000e-08  1.20130000e-08  8.76000000e-01  9.24000000e-01  2.75046721e-01  1.80122816e+00 
 1.20150000e-08  1.20150000e-08  8.80000000e-01  9.20000000e-01  2.79636706e-01  1.80172866e+00 
 1.20170000e-08  1.20170000e-08  8.84000000e-01  9.16000000e-01  2.85128910e-01  1.80230617e+00 
 1.20190000e-08  1.20190000e-08  8.88000000e-01  9.12000000e-01  2.91549099e-01  1.80295794e+00 
 1.20210000e-08  1.20210000e-08  8.92000000e-01  9.08000000e-01  2.98921606e-01  1.80368236e+00 
 1.20230000e-08  1.20230000e-08  8.96000000e-01  9.04000000e-01  3.07261543e-01  1.80447646e+00 
 1.20250000e-08  1.20250000e-08  9.00000000e-01  9.00000000e-01  3.16581871e-01  1.80533835e+00 
 1.20270000e-08  1.20270000e-08  9.04000000e-01  8.96000000e-01  3.26886932e-01  1.80626510e+00 
 1.20290000e-08  1.20290000e-08  9.08000000e-01  8.92000000e-01  3.38178612e-01  1.80725479e+00 
 1.20310000e-08  1.20310000e-08  9.12000000e-01  8.88000000e-01  3.50450936e-01  1.80830479e+00 
 1.20330000e-08  1.20330000e-08  9.16000000e-01  8.84000000e-01  3.63695431e-01  1.80941341e+00 
 1.20350000e-08  1.20350000e-08  9.20000000e-01  8.80000000e-01  3.77896554e-01  1.81057854e+00 
 1.20370000e-08  1.20370000e-08  9.24000000e-01  8.76000000e-01  3.93036336e-01  1.81179895e+00 
 1.20390000e-08  1.20390000e-08  9.28000000e-01  8.72000000e-01  4.09090473e-01  1.81307311e+00 
 1.20410000e-08  1.20410000e-08  9.32000000e-01  8.68000000e-01  4.26032364e-01  1.81440032e+00 
 1.20430000e-08  1.20430000e-08  9.36000000e-01  8.64000000e-01  4.43829779e-01  1.81577959e+00 
 1.20450000e-08  1.20450000e-08  9.40000000e-01  8.60000000e-01  4.62448424e-01  1.81721048e+00 
 1.20470000e-08  1.20470000e-08  9.44000000e-01  8.56000000e-01  4.81849161e-01  1.81869201e+00 
 1.20490000e-08  1.20490000e-08  9.48000000e-01  8.52000000e-01  5.01991243e-01  1.82022306e+00 
 1.20500000e-08  1.20500000e-08  9.50000000e-01  8.50000000e-01  5.12327399e-01  1.82100648e+00 
 1.20502000e-08  1.20502000e-08  9.50000000e-01  8.50000000e-01  5.14481912e-01  1.82117376e+00 
 1.20506000e-08  1.20506000e-08  9.50000000e-01  8.50000000e-01  5.18796351e-01  1.82150802e+00 
 1.20514000e-08  1.20514000e-08  9.50000000e-01  8.50000000e-01  5.27469398e-01  1.82217641e+00 
 1.20530000e-08  1.20530000e-08  9.50000000e-01  8.50000000e-01  5.44932167e-01  1.82350480e+00 
 1.20550000e-08  1.20550000e-08  9.50000000e-01  8.50000000e-01  5.66851880e-01  1.82513092e+00 
 1.20570000e-08  1.20570000e-08  9.50000000e-01  8.50000000e-01  5.88738012e-01  1.82669500e+00 
 1.20590000e-08  1.20590000e-08  9.50000000e-01  8.50000000e-01  6.10481628e-01  1.82816919e+00 
 1.20610000e-08  1.20610000e-08  9.50000000e-01  8.50000000e-01  6.32004668e-01  1.82952050e+00 
 1.20630000e-08  1.20630000e-08  9.50000000e-01  8.50000000e-01  6.53244811e-01  1.83070719e+00 
 1.20650000e-08  1.20650000e-08  9.50000000e-01  8.50000000e-01  6.74152564e-01  1.83167785e+00 
 1.20670000e-08  1.20670000e-08  9.50000000e-01  8.50000000e-01  6.94684660e-01  1.83237107e+00 
 1.20690000e-08  1.20690000e-08  9.50000000e-01  8.50000000e-01  7.14805456e-01  1.83271742e+00 
 1.20710000e-08  1.20710000e-08  9.50000000e-01  8.50000000e-01  7.34483260e-01  1.83264160e+00 
 1.20730000e-08  1.20730000e-08  9.50000000e-01  8.50000000e-01  7.53693124e-01  1.83206622e+00 
 1.20750000e-08  1.20750000e-08  9.50000000e-01  8.50000000e-01  7.72414438e-01  1.83091467e+00 
 1.20770000e-08  1.20770000e-08  9.50000000e-01  8.50000000e-01  7.90633993e-01  1.82911447e+00 
 1.20790000e-08  1.20790000e-08  9.50000000e-01  8.50000000e-01  8.08344075e-01  1.82659896e+00 
 1.20810000e-08  1.20810000e-08  9.50000000e-01  8.50000000e-01  8.25545308e-01  1.82330866e+00 
 1.20830000e-08  1.20830000e-08  9.50000000e-01  8.50000000e-01  8.42244999e-01  1.81919076e+00 
 1.20850000e-08  1.20850000e-08  9.50000000e-01  8.50000000e-01  8.58459858e-01  1.81419836e+00 
 1.20870000e-08  1.20870000e-08  9.50000000e-01  8.50000000e-01  8.74214897e-01  1.80828827e+00 
 1.20890000e-08  1.20890000e-08  9.50000000e-01  8.50000000e-01  8.89546613e-01  1.80141890e+00 
 1.20910000e-08  1.20910000e-08  9.50000000e-01  8.50000000e-01  9.04205918e-01  1.79398711e+00 
 1.20930000e-08  1.20930000e-08  9.50000000e-01  8.50000000e-01  9.18440194e-01  1.78574076e+00 
 1.20950000e-08  1.20950000e-08  9.50000000e-01  8.50000000e-01  9.32223126e-01  1.77648988e+00 
 1.20970000e-08  1.20970000e-08  9.50000000e-01  8.50000000e-01  9.45723450e-01  1.76623728e+00 
 1.20990000e-08  1.20990000e-08  9.50000000e-01  8.50000000e-01  9.58932512e-01  1.75488592e+00 
 1.21010000e-08  1.21010000e-08  9.50000000e-01  8.50000000e-01  9.72034849e-01  1.74239881e+00 
 1.21030000e-08  1.21030000e-08  9.50000000e-01  8.50000000e-01  9.85043589e-01  1.72866674e+00 
 1.21050000e-08  1.21050000e-08  9.50000000e-01  8.50000000e-01  9.98079535e-01  1.71365657e+00 
 1.21070000e-08  1.21070000e-08  9.50000000e-01  8.50000000e-01  1.01104990e+00  1.69733051e+00 
 1.21090000e-08  1.21090000e-08  9.50000000e-01  8.50000000e-01  1.02393792e+00  1.67974407e+00 
 1.21110000e-08  1.21110000e-08  9.50000000e-01  8.50000000e-01  1.03659285e+00  1.66094235e+00 
 1.21130000e-08  1.21130000e-08  9.50000000e-01  8.50000000e-01  1.04900086e+00  1.64100744e+00 
 1.21150000e-08  1.21150000e-08  9.50000000e-01  8.50000000e-01  1.06106726e+00  1.61998664e+00 
 1.21170000e-08  1.21170000e-08  9.50000000e-01  8.50000000e-01  1.07281795e+00  1.59794589e+00 
 1.21190000e-08  1.21190000e-08  9.50000000e-01  8.50000000e-01  1.08419800e+00  1.57492371e+00 
 1.21210000e-08  1.21210000e-08  9.50000000e-01  8.50000000e-01  1.09524768e+00  1.55097507e+00 
 1.21230000e-08  1.21230000e-08  9.50000000e-01  8.50000000e-01  1.10592979e+00  1.52613505e+00 
 1.21250000e-08  1.21250000e-08  9.50000000e-01  8.50000000e-01  1.11628671e+00  1.50045272e+00 
 1.21270000e-08  1.21270000e-08  9.50000000e-01  8.50000000e-01  1.12629028e+00  1.47396185e+00 
 1.21290000e-08  1.21290000e-08  9.50000000e-01  8.50000000e-01  1.13598128e+00  1.44670760e+00 
 1.21310000e-08  1.21310000e-08  9.50000000e-01  8.50000000e-01  1.14533721e+00  1.41872285e+00 
 1.21330000e-08  1.21330000e-08  9.50000000e-01  8.50000000e-01  1.15439634e+00  1.39004960e+00 
 1.21350000e-08  1.21350000e-08  9.50000000e-01  8.50000000e-01  1.16314028e+00  1.36071979e+00 
 1.21370000e-08  1.21370000e-08  9.50000000e-01  8.50000000e-01  1.17160473e+00  1.33077258e+00 
 1.21390000e-08  1.21390000e-08  9.50000000e-01  8.50000000e-01  1.17977452e+00  1.30023878e+00 
 1.21410000e-08  1.21410000e-08  9.50000000e-01  8.50000000e-01  1.18768297e+00  1.26915491e+00 
 1.21430000e-08  1.21430000e-08  9.50000000e-01  8.50000000e-01  1.19531753e+00  1.23755046e+00 
 1.21450000e-08  1.21450000e-08  9.50000000e-01  8.50000000e-01  1.20270929e+00  1.20545951e+00 
 1.21470000e-08  1.21470000e-08  9.50000000e-01  8.50000000e-01  1.20984761e+00  1.17291023e+00 
 1.21490000e-08  1.21490000e-08  9.50000000e-01  8.50000000e-01  1.21676118e+00  1.13993457e+00 
 1.21510000e-08  1.21510000e-08  9.50000000e-01  8.50000000e-01  1.22344051e+00  1.10655958e+00 
 1.21530000e-08  1.21530000e-08  9.50000000e-01  8.50000000e-01  1.22991168e+00  1.07281555e+00 
 1.21550000e-08  1.21550000e-08  9.50000000e-01  8.50000000e-01  1.23616591e+00  1.03872866e+00 
 1.21570000e-08  1.21570000e-08  9.50000000e-01  8.50000000e-01  1.24222690e+00  1.00432785e+00 
 1.21590000e-08  1.21590000e-08  9.50000000e-01  8.50000000e-01  1.24808664e+00  9.69638623e-01 
 1.21610000e-08  1.21610000e-08  9.50000000e-01  8.50000000e-01  1.25376685e+00  9.34688879e-01 
 1.21630000e-08  1.21630000e-08  9.50000000e-01  8.50000000e-01  1.25926040e+00  8.99503673e-01 
 1.21650000e-08  1.21650000e-08  9.50000000e-01  8.50000000e-01  1.26458735e+00  8.64110231e-01 
 1.21670000e-08  1.21670000e-08  9.50000000e-01  8.50000000e-01  1.26974132e+00  8.28533562e-01 
 1.21690000e-08  1.21690000e-08  9.50000000e-01  8.50000000e-01  1.27474090e+00  7.92800827e-01 
 1.21710000e-08  1.21710000e-08  9.50000000e-01  8.50000000e-01  1.27958029e+00  7.56937680e-01 
 1.21730000e-08  1.21730000e-08  9.50000000e-01  8.50000000e-01  1.28427660e+00  7.20972182e-01 
 1.21750000e-08  1.21750000e-08  9.50000000e-01  8.50000000e-01  1.28882436e+00  6.84931840e-01 
 1.21770000e-08  1.21770000e-08  9.50000000e-01  8.50000000e-01  1.29323899e+00  6.48847304e-01 
 1.21790000e-08  1.21790000e-08  9.50000000e-01  8.50000000e-01  1.29751474e+00  6.12750205e-01 
 1.21810000e-08  1.21810000e-08  9.50000000e-01  8.50000000e-01  1.30166466e+00  5.76677045e-01 
 1.21830000e-08  1.21830000e-08  9.50000000e-01  8.50000000e-01  1.30568122e+00  5.40668306e-01 
 1.21850000e-08  1.21850000e-08  9.50000000e-01  8.50000000e-01  1.30957261e+00  5.04773483e-01 
 1.21870000e-08  1.21870000e-08  9.50000000e-01  8.50000000e-01  1.31332515e+00  4.69052856e-01 
 1.21890000e-08  1.21890000e-08  9.50000000e-01  8.50000000e-01  1.31693503e+00  4.33586012e-01 
 1.21910000e-08  1.21910000e-08  9.50000000e-01  8.50000000e-01  1.32037144e+00  3.98479295e-01 
 1.21930000e-08  1.21930000e-08  9.50000000e-01  8.50000000e-01  1.32360630e+00  3.63880510e-01 
 1.21950000e-08  1.21950000e-08  9.50000000e-01  8.50000000e-01  1.32658866e+00  3.29990600e-01 
 1.21970000e-08  1.21970000e-08  9.50000000e-01  8.50000000e-01  1.32929421e+00  2.97074466e-01 
 1.21990000e-08  1.21990000e-08  9.50000000e-01  8.50000000e-01  1.33172505e+00  2.65456127e-01 
 1.22010000e-08  1.22010000e-08  9.50000000e-01  8.50000000e-01  1.33394971e+00  2.35491595e-01 
 1.22030000e-08  1.22030000e-08  9.50000000e-01  8.50000000e-01  1.33605887e+00  2.07505847e-01 
 1.22050000e-08  1.22050000e-08  9.50000000e-01  8.50000000e-01  1.33816136e+00  1.81728907e-01 
 1.22070000e-08  1.22070000e-08  9.50000000e-01  8.50000000e-01  1.34033624e+00  1.58274695e-01 
 1.22090000e-08  1.22090000e-08  9.50000000e-01  8.50000000e-01  1.34264835e+00  1.37160826e-01 
 1.22110000e-08  1.22110000e-08  9.50000000e-01  8.50000000e-01  1.34512815e+00  1.18330665e-01 
 1.22130000e-08  1.22130000e-08  9.50000000e-01  8.50000000e-01  1.34779758e+00  1.01677654e-01 
 1.22150000e-08  1.22150000e-08  9.50000000e-01  8.50000000e-01  1.35065326e+00  8.70606820e-02 
 1.22170000e-08  1.22170000e-08  9.50000000e-01  8.50000000e-01  1.35369149e+00  7.43184203e-02 
 1.22190000e-08  1.22190000e-08  9.50000000e-01  8.50000000e-01  1.35689142e+00  6.32783346e-02 
 1.22210000e-08  1.22210000e-08  9.50000000e-01  8.50000000e-01  1.36023768e+00  5.37660256e-02 
 1.22230000e-08  1.22230000e-08  9.50000000e-01  8.50000000e-01  1.36370306e+00  4.56101715e-02 
 1.22250000e-08  1.22250000e-08  9.50000000e-01  8.50000000e-01  1.36726918e+00  3.86481652e-02 
 1.22270000e-08  1.22270000e-08  9.50000000e-01  8.50000000e-01  1.37090891e+00  3.27279541e-02 
 1.22290000e-08  1.22290000e-08  9.50000000e-01  8.50000000e-01  1.37460541e+00  2.77108872e-02 
 1.22310000e-08  1.22310000e-08  9.50000000e-01  8.50000000e-01  1.37833471e+00  2.34714643e-02 
 1.22330000e-08  1.22330000e-08  9.50000000e-01  8.50000000e-01  1.38208346e+00  1.98983882e-02 
 1.22350000e-08  1.22350000e-08  9.50000000e-01  8.50000000e-01  1.38583188e+00  1.68931645e-02 
 1.22370000e-08  1.22370000e-08  9.50000000e-01  8.50000000e-01  1.38957048e+00  1.43701953e-02 
 1.22390000e-08  1.22390000e-08  9.50000000e-01  8.50000000e-01  1.39328358e+00  1.22549258e-02 
 1.22410000e-08  1.22410000e-08  9.50000000e-01  8.50000000e-01  1.39696522e+00  1.04835414e-02 
 1.22430000e-08  1.22430000e-08  9.50000000e-01  8.50000000e-01  1.40060331e+00  9.00108297e-03 
 1.22450000e-08  1.22450000e-08  9.50000000e-01  8.50000000e-01  1.40419474e+00  7.76106329e-03 
 1.22470000e-08  1.22470000e-08  9.50000000e-01  8.50000000e-01  1.40773033e+00  6.72375937e-03 
 1.22490000e-08  1.22490000e-08  9.50000000e-01  8.50000000e-01  1.41120918e+00  5.85589409e-03 
 1.22510000e-08  1.22510000e-08  9.50000000e-01  8.50000000e-01  1.41462433e+00  5.12918174e-03 
 1.22530000e-08  1.22530000e-08  9.50000000e-01  8.50000000e-01  1.41797653e+00  4.52012100e-03 
 1.22550000e-08  1.22550000e-08  9.50000000e-01  8.50000000e-01  1.42126051e+00  4.00879934e-03 
 1.22570000e-08  1.22570000e-08  9.50000000e-01  8.50000000e-01  1.42447814e+00  3.57879494e-03 
 1.22590000e-08  1.22590000e-08  9.50000000e-01  8.50000000e-01  1.42762540e+00  3.21621352e-03 
 1.22610000e-08  1.22610000e-08  9.50000000e-01  8.50000000e-01  1.43070496e+00  2.90967737e-03 
 1.22630000e-08  1.22630000e-08  9.50000000e-01  8.50000000e-01  1.43371369e+00  2.64955818e-03 
 1.22650000e-08  1.22650000e-08  9.50000000e-01  8.50000000e-01  1.43665476e+00  2.42802709e-03 
 1.22670000e-08  1.22670000e-08  9.50000000e-01  8.50000000e-01  1.43952572e+00  2.23844743e-03 
 1.22690000e-08  1.22690000e-08  9.50000000e-01  8.50000000e-01  1.44233003e+00  2.07546209e-03 
 1.22710000e-08  1.22710000e-08  9.50000000e-01  8.50000000e-01  1.44506572e+00  1.93451476e-03 
 1.22730000e-08  1.22730000e-08  9.50000000e-01  8.50000000e-01  1.44773640e+00  1.81195570e-03 
 1.22750000e-08  1.22750000e-08  9.50000000e-01  8.50000000e-01  1.45034045e+00  1.70466557e-03 
 1.22770000e-08  1.22770000e-08  9.50000000e-01  8.50000000e-01  1.45288156e+00  1.61016567e-03 
 1.22790000e-08  1.22790000e-08  9.50000000e-01  8.50000000e-01  1.45535834e+00  1.52632410e-03 
 1.22810000e-08  1.22810000e-08  9.50000000e-01  8.50000000e-01  1.45777447e+00  1.45146046e-03 
 1.22830000e-08  1.22830000e-08  9.50000000e-01  8.50000000e-01  1.46012878e+00  1.38411849e-03 
 1.22850000e-08  1.22850000e-08  9.50000000e-01  8.50000000e-01  1.46242485e+00  1.32315917e-03 
 1.22870000e-08  1.22870000e-08  9.50000000e-01  8.50000000e-01  1.46466166e+00  1.26758720e-03 
 1.22890000e-08  1.22890000e-08  9.50000000e-01  8.50000000e-01  1.46684273e+00  1.21662886e-03 
